7053324, 504523, 3
7041045, 504399, 2
7073816, 504079, 1
7026715, 504159, 2
7063579, 504666, 2
7051295, 504502, 1
7059494, 504601, 3
7059497, 504602, 1
7045165, 504440, 3
7075891, 504889, 2
7034932, 504255, 3
7053366, 504525, 2
7065662, 504691, 2
7073856, 504871, 1
7041088, 504404, 3
7026754, 504160, 3
7026761, 504161, 3
7051339, 504503, 1
7073868, 504872, 1
7034958, 504256, 2
7034960, 504257, 3
7059539, 504604, 2
7041108, 504405, 3
7041112, 504406, 2
7030876, 504202, 3
7034973, 504258, 3
7055452, 504534, 3
7041118, 504409, 3
7069793, 504743, 2
7041122, 504410, 2
7057514, 504547, 2
7057517, 504548, 2
7041133, 504411, 2
7026798, 504162, 3
7061617, 504642, 2
7030898, 504206, 2
7030896, 504205, 3
7034995, 504259, 3
7069811, 504744, 2
7057530, 504038, 2
7035007, 504263, 2
7030921, 504207, 2
7026835, 504163, 3
7069846, 504750, 3
7026840, 504164, 3
7035040, 504266, 3
7069858, 504751, 4
7071907, 504069, 1
7073964, 504083, 2
7028923, 504185, 1
7055548, 504535, 1
7026877, 504165, 3
7065787, 504692, 3
7055558, 504536, 3
7051464, 504504, 1
7071952, 504845, 2
7026904, 504166, 3
7059672, 504606, 3
7028955, 504186, 1
7069918, 504754, 2
7051510, 504506, 2
7035128, 504271, 2
7059708, 504608, 1
7053567, 504526, 3
7037206, 504304, 3
7035159, 504272, 3
7061783, 504643, 2
7057694, 504549, 3
7063841, 504667, 2
7029035, 504187, 2
7065904, 504693, 3
7070007, 504755, 2
7041337, 504001, 2
7027002, 504167, 3
7031097, 504209, 3
7076154, 504089, 2
7031114, 503997, 1
7037262, 504306, 3
7051604, 504508, 1
7043413, 504003, 2
7027038, 504168, 3
7037278, 504307, 3
7035233, 504273, 2
7059807, 504609, 3
7027042, 504169, 3
7070055, 504762, 1
7070056, 504763, 2
7037288, 504308, 3
7047532, 504456, 2
7029100, 504192, 2
7037292, 504309, 3
7037300, 504310, 3
7035253, 504274, 2
7057786, 504041, 2
7055743, 504538, 3
7068042, 504713, 1
7037331, 504311, 3
7043481, 504004, 2
7035302, 504275, 2
7037352, 504312, 3
7037370, 504313, 3
7051713, 504510, 2
7076289, 504090, 2
7051720, 504511, 2
7059918, 504610, 3
7074270, 504873, 3
7068144, 504714, 1
7059956, 504611, 3
7059959, 504612, 3
7062009, 504646, 3
7072279, 504851, 2
7031332, 504212, 1
7045676, 504006, 2
7072300, 504852, 4
7031346, 504213, 3
7037498, 504314, 2
7057989, 504551, 1
7027276, 504176, 2
7058003, 504552, 1
7074389, 504874, 2
7037530, 504315, 3
7055962, 504031, 3
7031402, 504214, 3
7070316, 504776, 2
7068270, 504715, 1
7045760, 504441, 3
7076484, 504091, 3
7060100, 504616, 3
7062158, 504649, 3
7047830, 504457, 2
7066266, 504696, 3
7027363, 504178, 2
7072424, 504853, 2
7058090, 504553, 2
7031471, 504215, 2
7062192, 504652, 2
7064241, 504670, 4
7066288, 504697, 3
7068348, 504058, 2
7027390, 504179, 2
7039690, 504376, 2
7031498, 504216, 3
7027406, 504180, 2
7058130, 504554, 1
7054038, 504529, 3
7025372, 504092, 4
7062235, 504653, 2
7056098, 504032, 2
7025386, 504095, 4
7031547, 504217, 4
7025407, 504098, 3
7066367, 504698, 2
7037701, 504316, 3
7058182, 504555, 3
7043848, 504005, 2
7066379, 504699, 2
7054092, 504531, 2
7058203, 504556, 1
7058205, 504557, 2
7066398, 504700, 2
7058207, 504558, 2
7035686, 504276, 3
7025447, 504099, 4
7031589, 504219, 1
7066410, 504701, 3
7029547, 504196, 2
7025451, 504100, 2
7035692, 504277, 2
7025458, 504101, 4
7062329, 504654, 3
7025467, 504102, 3
7060289, 504619, 3
7058243, 504559, 3
7056196, 504035, 1
7043912, 504414, 2
7031626, 504222, 1
7058255, 504560, 2
7025488, 504103, 3
7054167, 504019, 3
7025499, 504104, 4
7066460, 504702, 1
7025503, 504105, 3
7058274, 504561, 2
7027556, 504182, 2
7070565, 504781, 2
7060325, 504620, 3
7025512, 504106, 4
7058286, 504562, 3
7066493, 504703, 2
7062405, 504054, 2
7052166, 504513, 2
7025546, 504107, 2
7062415, 504655, 2
7025556, 504108, 4
7039896, 504377, 2
7046040, 504442, 3
7025576, 504111, 4
7025581, 504112, 3
7025588, 504113, 4
7056316, 504540, 3
7035840, 504280, 3
7039937, 504378, 2
7035843, 504281, 2
7039941, 504379, 2
7039945, 504380, 2
7031758, 504224, 1
7070672, 504782, 1
7025633, 504114, 2
7031782, 504225, 2
7035880, 504282, 2
7025650, 504117, 2
7039985, 504381, 2
7042036, 504412, 2
7039990, 504382, 2
7025656, 504118, 4
7074815, 504880, 4
7040001, 504383, 2
7074818, 504881, 4
7056390, 504543, 1
7074826, 504882, 3
7040011, 504384, 2
7060493, 504621, 3
7040017, 504385, 2
7025683, 504119, 3
7058455, 504564, 3
7070745, 504787, 2
7025689, 504120, 3
7064603, 504672, 4
7052318, 504514, 2
7040031, 504386, 2
7060512, 504622, 3
7064609, 504673, 3
7046184, 504007, 3
7044137, 504416, 3
7025705, 504121, 2
7054388, 504532, 3
7070774, 504788, 2
7056445, 504544, 3
7031873, 504230, 4
7058499, 504565, 3
7058500, 504566, 1
7027784, 504183, 2
7025737, 504122, 3
7058507, 504567, 3
7025740, 504123, 3
7070801, 504789, 3
7027794, 504184, 2
7058518, 504568, 1
7031897, 504232, 1
7058527, 504047, 2
7062624, 504656, 3
7048290, 504458, 3
7040112, 504387, 2
7060596, 504623, 3
7050361, 504014, 3
7064710, 504055, 2
7025799, 504126, 4
7040139, 504388, 1
7025805, 504127, 4
7068817, 504060, 2
7040150, 504389, 2
7070871, 504064, 2
7060636, 504626, 3
7060644, 504627, 3
7064748, 504674, 3
7038124, 504320, 1
7038125, 504321, 1
7064752, 504675, 3
7052464, 504515, 2
7038134, 504322, 1
7046329, 504443, 3
7044294, 504419, 2
7025866, 504128, 4
7066827, 504704, 2
7070924, 504802, 3
7038160, 504323, 3
7064789, 504678, 2
7040217, 504390, 2
7048410, 504459, 3
7025883, 504129, 2
7036125, 504286, 3
7075038, 504883, 2
7046372, 504444, 3
7062766, 504658, 2
7054578, 504533, 2
7075060, 504884, 2
7060727, 504628, 3
7064844, 504679, 3
7040274, 504392, 2
7038226, 504326, 1
7058710, 504577, 3
7050520, 504498, 3
7058716, 504050, 2
7025954, 504132, 2
7038246, 504327, 1
7048486, 504460, 2
7058727, 504578, 3
7058729, 504579, 3
7071017, 504810, 3
7040299, 504393, 2
7060786, 504629, 2
7060790, 504630, 3
7040312, 504394, 2
7071032, 504818, 3
7038263, 504330, 3
7046459, 504445, 3
7038269, 504333, 1
7036229, 504287, 3
7073094, 504861, 3
7071047, 504819, 3
7038278, 504334, 3
7064908, 504056, 2
7060813, 504631, 3
7046478, 504446, 3
7046482, 504447, 3
7038295, 504337, 3
7071064, 504820, 3
7040344, 504395, 2
7038297, 504339, 1
7038296, 504338, 2
7058780, 504580, 3
7038309, 504340, 3
7038310, 504341, 2
7058796, 504581, 3
7038316, 504342, 2
7046516, 504448, 3
7038340, 504351, 1
7073164, 504863, 3
7036300, 504290, 3
7038348, 504354, 3
7060887, 504634, 3
7064983, 504680, 1
7048603, 504464, 3
7036318, 504291, 1
7071136, 504821, 3
7064992, 504681, 2
7060898, 504635, 3
7067045, 504706, 1
7046567, 504450, 3
7048620, 504465, 3
7038383, 504357, 2
7075255, 504087, 2
7048634, 504466, 2
7071162, 504822, 3
7048637, 504467, 3
7034303, 504236, 1
7046596, 504451, 3
7060935, 504636, 3
7058890, 504583, 3
7058894, 504584, 3
7058895, 504585, 3
7065040, 504682, 2
7038423, 504361, 2
7058914, 504586, 2
7038436, 504365, 1
7038438, 504368, 1
7048684, 504472, 3
7044612, 504421, 3
7038471, 504371, 1
7052811, 504517, 2
7061006, 504637, 3
7067162, 504057, 2
7071261, 504824, 4
7063546, 504665, 3
7063077, 504661, 2
7036455, 504295, 3
7028270, 503993, 2
7067181, 504707, 3
7044664, 504422, 3
7073337, 504867, 2
7069246, 504061, 2
7061068, 504638, 3
7036496, 504298, 3
7046737, 504454, 3
7044693, 504423, 2
7044701, 504424, 2
7059042, 504589, 2
7065194, 504686, 3
7063146, 504662, 2
7036533, 504299, 3
7059063, 504590, 3
7067258, 504708, 1
7036544, 504302, 3
7071361, 504065, 2
7044739, 504427, 3
7050884, 504017, 3
7044748, 504428, 1
7059090, 504591, 3
7044758, 504431, 3
7061151, 504639, 3
7036587, 504303, 3
7059116, 504592, 2
7075501, 504885, 3
7059119, 504593, 2
7048885, 504475, 2
7044791, 504432, 3
7050936, 504499, 1
7073466, 504868, 3
7059136, 504594, 2
7055042, 504024, 2
7073477, 504869, 3
7048905, 504010, 2
7061194, 504640, 2
7069388, 504737, 3
7048912, 504476, 1
7044819, 504433, 2
7026390, 504137, 3
7073495, 504078, 3
7032537, 504235, 2
7075548, 504886, 1
7048938, 504477, 2
7044848, 504434, 2
7063285, 504663, 2
7026428, 504138, 3
7034622, 504245, 2
7026431, 504139, 3
7048961, 504478, 2
7044891, 504435, 2
7040796, 504396, 2
7071522, 504831, 3
7048999, 504482, 3
7075623, 504887, 2
7051056, 504018, 3
7063346, 504664, 2
7067447, 504709, 3
7051081, 504501, 2
7067467, 504710, 1
7059278, 504051, 3
7026511, 504149, 2
7059279, 504597, 3
7049043, 504011, 2
7065430, 504687, 2
7065435, 504688, 2
7047008, 504455, 2
7071587, 504832, 4
7055217, 504029, 1
7065457, 504689, 3
7030656, 504197, 4
7030659, 504198, 3
7059334, 504598, 1
7040910, 504397, 2
7045015, 504437, 1
7069599, 504741, 1
7061414, 504641, 3
7069609, 504742, 2
7049130, 504484, 3
7049135, 504485, 3
7071665, 504836, 2
7026612, 504156, 3
7026619, 504157, 3
7026637, 504158, 3
7067598, 504711, 1
7065560, 504690, 2
7053282, 504520, 3
7071715, 504837, 3
7045110, 504439, 3
7071738, 504068, 2
7067644, 504712, 1
7041023, 504398, 2
